user_id,product_id,quantity,total_price,created_at,label
2,179,0,0.0,,0
2,110,0,0.0,,0
2,34,0,0.0,,0
2,68,0,0.0,,0
2,49,0,0.0,,0
2,48,0,0.0,,0
2,94,0,0.0,,0
2,153,0,0.0,,0
2,109,0,0.0,,0
2,7,0,0.0,,0
2,188,0,0.0,,0
2,86,0,0.0,,0
2,157,0,0.0,,0
2,71,0,0.0,,0
2,10,0,0.0,,0
2,52,0,0.0,,0
2,185,0,0.0,,0
2,178,0,0.0,,0
2,17,0,0.0,,0
2,164,0,0.0,,0
2,107,0,0.0,,0
2,103,0,0.0,,0
2,27,0,0.0,,0
2,152,0,0.0,,0
2,47,0,0.0,,0
2,141,0,0.0,,0
2,51,0,0.0,,0
2,31,0,0.0,,0
2,108,0,0.0,,0
2,97,0,0.0,,0
2,128,0,0.0,,0
2,91,0,0.0,,0
2,59,0,0.0,,0
2,113,0,0.0,,0
2,99,0,0.0,,0
2,35,0,0.0,,0
2,24,0,0.0,,0
2,21,0,0.0,,0
2,121,0,0.0,,0
2,139,0,0.0,,0
2,78,0,0.0,,0
2,43,0,0.0,,0
2,101,0,0.0,,0
2,67,0,0.0,,0
2,168,0,0.0,,0
2,143,0,0.0,,0
2,11,0,0.0,,0
2,77,0,0.0,,0
2,134,0,0.0,,0
2,55,0,0.0,,0
2,183,0,0.0,,0
2,92,0,0.0,,0
2,177,0,0.0,,0
2,80,0,0.0,,0
2,95,0,0.0,,0
2,132,0,0.0,,0
2,145,0,0.0,,0
2,186,0,0.0,,0
2,182,0,0.0,,0
2,184,0,0.0,,0
2,158,0,0.0,,0
2,136,0,0.0,,0
2,20,0,0.0,,0
2,127,0,0.0,,0
2,56,0,0.0,,0
2,36,0,0.0,,0
2,163,0,0.0,,0
2,85,0,0.0,,0
2,129,0,0.0,,0
2,144,0,0.0,,0
2,15,0,0.0,,0
2,173,0,0.0,,0
2,76,0,0.0,,0
2,26,0,0.0,,0
2,3,0,0.0,,0
3,1,0,0.0,,0
3,179,0,0.0,,0
3,110,0,0.0,,0
3,34,0,0.0,,0
3,68,0,0.0,,0
3,49,0,0.0,,0
3,48,0,0.0,,0
3,94,0,0.0,,0
3,153,0,0.0,,0
3,109,0,0.0,,0
3,7,0,0.0,,0
3,188,0,0.0,,0
3,86,0,0.0,,0
3,157,0,0.0,,0
3,71,0,0.0,,0
3,10,0,0.0,,0
3,52,0,0.0,,0
3,185,0,0.0,,0
3,178,0,0.0,,0
3,17,0,0.0,,0
3,164,0,0.0,,0
3,107,0,0.0,,0
3,27,0,0.0,,0
3,152,0,0.0,,0
3,47,0,0.0,,0
3,141,0,0.0,,0
3,51,0,0.0,,0
3,31,0,0.0,,0
3,108,0,0.0,,0
3,97,0,0.0,,0
3,128,0,0.0,,0
3,91,0,0.0,,0
3,59,0,0.0,,0
3,113,0,0.0,,0
3,99,0,0.0,,0
3,35,0,0.0,,0
3,24,0,0.0,,0
3,21,0,0.0,,0
3,121,0,0.0,,0
3,139,0,0.0,,0
3,78,0,0.0,,0
3,43,0,0.0,,0
3,101,0,0.0,,0
3,67,0,0.0,,0
3,168,0,0.0,,0
3,143,0,0.0,,0
3,11,0,0.0,,0
3,77,0,0.0,,0
3,134,0,0.0,,0
3,55,0,0.0,,0
3,183,0,0.0,,0
3,92,0,0.0,,0
3,177,0,0.0,,0
3,80,0,0.0,,0
3,95,0,0.0,,0
3,132,0,0.0,,0
3,145,0,0.0,,0
3,186,0,0.0,,0
3,182,0,0.0,,0
3,184,0,0.0,,0
3,158,0,0.0,,0
3,136,0,0.0,,0
3,20,0,0.0,,0
3,127,0,0.0,,0
3,56,0,0.0,,0
3,36,0,0.0,,0
3,163,0,0.0,,0
3,85,0,0.0,,0
3,129,0,0.0,,0
3,144,0,0.0,,0
3,15,0,0.0,,0
3,173,0,0.0,,0
3,76,0,0.0,,0
3,26,0,0.0,,0
3,3,0,0.0,,0
21,1,0,0.0,,0
21,2,0,0.0,,0
21,4,0,0.0,,0
21,5,0,0.0,,0
21,110,0,0.0,,0
21,34,0,0.0,,0
21,68,0,0.0,,0
21,49,0,0.0,,0
21,48,0,0.0,,0
21,94,0,0.0,,0
21,153,0,0.0,,0
21,109,0,0.0,,0
21,7,0,0.0,,0
21,188,0,0.0,,0
21,86,0,0.0,,0
21,157,0,0.0,,0
21,71,0,0.0,,0
21,10,0,0.0,,0
21,52,0,0.0,,0
21,185,0,0.0,,0
21,178,0,0.0,,0
21,17,0,0.0,,0
21,164,0,0.0,,0
21,107,0,0.0,,0
21,103,0,0.0,,0
21,27,0,0.0,,0
21,152,0,0.0,,0
21,47,0,0.0,,0
21,141,0,0.0,,0
21,51,0,0.0,,0
21,31,0,0.0,,0
21,108,0,0.0,,0
21,97,0,0.0,,0
21,128,0,0.0,,0
21,91,0,0.0,,0
21,59,0,0.0,,0
21,113,0,0.0,,0
21,99,0,0.0,,0
21,35,0,0.0,,0
21,24,0,0.0,,0
21,21,0,0.0,,0
21,121,0,0.0,,0
21,139,0,0.0,,0
21,78,0,0.0,,0
21,43,0,0.0,,0
21,101,0,0.0,,0
21,67,0,0.0,,0
21,168,0,0.0,,0
21,143,0,0.0,,0
21,11,0,0.0,,0
21,77,0,0.0,,0
21,134,0,0.0,,0
21,55,0,0.0,,0
21,183,0,0.0,,0
21,92,0,0.0,,0
21,177,0,0.0,,0
21,80,0,0.0,,0
21,95,0,0.0,,0
21,132,0,0.0,,0
21,145,0,0.0,,0
21,186,0,0.0,,0
21,182,0,0.0,,0
21,184,0,0.0,,0
21,158,0,0.0,,0
21,136,0,0.0,,0
21,20,0,0.0,,0
21,127,0,0.0,,0
21,56,0,0.0,,0
21,36,0,0.0,,0
21,163,0,0.0,,0
21,85,0,0.0,,0
21,129,0,0.0,,0
21,144,0,0.0,,0
21,15,0,0.0,,0
21,173,0,0.0,,0
21,76,0,0.0,,0
21,26,0,0.0,,0
21,3,0,0.0,,0
85,1,0,0.0,,0
85,2,0,0.0,,0
85,4,0,0.0,,0
85,5,0,0.0,,0
85,179,0,0.0,,0
85,34,0,0.0,,0
85,68,0,0.0,,0
85,49,0,0.0,,0
85,48,0,0.0,,0
85,94,0,0.0,,0
85,153,0,0.0,,0
85,109,0,0.0,,0
85,7,0,0.0,,0
85,188,0,0.0,,0
85,86,0,0.0,,0
85,157,0,0.0,,0
85,71,0,0.0,,0
85,10,0,0.0,,0
85,52,0,0.0,,0
85,185,0,0.0,,0
85,178,0,0.0,,0
85,17,0,0.0,,0
85,164,0,0.0,,0
85,107,0,0.0,,0
85,103,0,0.0,,0
85,27,0,0.0,,0
85,152,0,0.0,,0
85,47,0,0.0,,0
85,141,0,0.0,,0
85,51,0,0.0,,0
85,31,0,0.0,,0
85,108,0,0.0,,0
85,97,0,0.0,,0
85,128,0,0.0,,0
85,91,0,0.0,,0
85,59,0,0.0,,0
85,113,0,0.0,,0
85,99,0,0.0,,0
85,35,0,0.0,,0
85,24,0,0.0,,0
85,21,0,0.0,,0
85,121,0,0.0,,0
85,139,0,0.0,,0
85,78,0,0.0,,0
85,43,0,0.0,,0
85,101,0,0.0,,0
85,67,0,0.0,,0
85,168,0,0.0,,0
85,143,0,0.0,,0
85,11,0,0.0,,0
85,77,0,0.0,,0
85,134,0,0.0,,0
85,55,0,0.0,,0
85,183,0,0.0,,0
85,92,0,0.0,,0
85,177,0,0.0,,0
85,80,0,0.0,,0
85,95,0,0.0,,0
85,132,0,0.0,,0
85,145,0,0.0,,0
85,186,0,0.0,,0
85,182,0,0.0,,0
85,184,0,0.0,,0
85,158,0,0.0,,0
85,136,0,0.0,,0
85,20,0,0.0,,0
85,127,0,0.0,,0
85,56,0,0.0,,0
85,36,0,0.0,,0
85,163,0,0.0,,0
85,85,0,0.0,,0
85,129,0,0.0,,0
85,144,0,0.0,,0
85,15,0,0.0,,0
85,173,0,0.0,,0
85,76,0,0.0,,0
85,26,0,0.0,,0
85,3,0,0.0,,0
29,1,0,0.0,,0
29,2,0,0.0,,0
29,4,0,0.0,,0
29,5,0,0.0,,0
29,179,0,0.0,,0
29,110,0,0.0,,0
29,68,0,0.0,,0
29,49,0,0.0,,0
29,48,0,0.0,,0
29,94,0,0.0,,0
29,153,0,0.0,,0
29,109,0,0.0,,0
29,7,0,0.0,,0
29,188,0,0.0,,0
29,86,0,0.0,,0
29,157,0,0.0,,0
29,71,0,0.0,,0
29,10,0,0.0,,0
29,52,0,0.0,,0
29,185,0,0.0,,0
29,178,0,0.0,,0
29,17,0,0.0,,0
29,164,0,0.0,,0
29,107,0,0.0,,0
29,103,0,0.0,,0
29,27,0,0.0,,0
29,152,0,0.0,,0
29,47,0,0.0,,0
29,141,0,0.0,,0
29,51,0,0.0,,0
29,31,0,0.0,,0
29,108,0,0.0,,0
29,97,0,0.0,,0
29,128,0,0.0,,0
29,91,0,0.0,,0
29,59,0,0.0,,0
29,113,0,0.0,,0
29,99,0,0.0,,0
29,35,0,0.0,,0
29,24,0,0.0,,0
29,21,0,0.0,,0
29,121,0,0.0,,0
29,139,0,0.0,,0
29,78,0,0.0,,0
29,43,0,0.0,,0
29,101,0,0.0,,0
29,67,0,0.0,,0
29,168,0,0.0,,0
29,143,0,0.0,,0
29,11,0,0.0,,0
29,77,0,0.0,,0
29,134,0,0.0,,0
29,55,0,0.0,,0
29,183,0,0.0,,0
29,92,0,0.0,,0
29,177,0,0.0,,0
29,80,0,0.0,,0
29,95,0,0.0,,0
29,132,0,0.0,,0
29,145,0,0.0,,0
29,186,0,0.0,,0
29,182,0,0.0,,0
29,184,0,0.0,,0
29,158,0,0.0,,0
29,136,0,0.0,,0
29,20,0,0.0,,0
29,127,0,0.0,,0
29,56,0,0.0,,0
29,36,0,0.0,,0
29,163,0,0.0,,0
29,85,0,0.0,,0
29,129,0,0.0,,0
29,144,0,0.0,,0
29,15,0,0.0,,0
29,173,0,0.0,,0
29,76,0,0.0,,0
29,26,0,0.0,,0
29,3,0,0.0,,0
88,1,0,0.0,,0
88,2,0,0.0,,0
88,4,0,0.0,,0
88,5,0,0.0,,0
88,179,0,0.0,,0
88,110,0,0.0,,0
88,34,0,0.0,,0
88,49,0,0.0,,0
88,48,0,0.0,,0
88,94,0,0.0,,0
88,153,0,0.0,,0
88,109,0,0.0,,0
88,7,0,0.0,,0
88,188,0,0.0,,0
88,86,0,0.0,,0
88,157,0,0.0,,0
88,71,0,0.0,,0
88,10,0,0.0,,0
88,52,0,0.0,,0
88,185,0,0.0,,0
88,178,0,0.0,,0
88,17,0,0.0,,0
88,164,0,0.0,,0
88,107,0,0.0,,0
88,103,0,0.0,,0
88,152,0,0.0,,0
88,47,0,0.0,,0
88,141,0,0.0,,0
88,51,0,0.0,,0
88,31,0,0.0,,0
88,108,0,0.0,,0
88,97,0,0.0,,0
88,128,0,0.0,,0
88,91,0,0.0,,0
88,59,0,0.0,,0
88,113,0,0.0,,0
88,99,0,0.0,,0
88,35,0,0.0,,0
88,24,0,0.0,,0
88,21,0,0.0,,0
88,121,0,0.0,,0
88,139,0,0.0,,0
88,78,0,0.0,,0
88,43,0,0.0,,0
88,101,0,0.0,,0
88,67,0,0.0,,0
88,168,0,0.0,,0
88,143,0,0.0,,0
88,11,0,0.0,,0
88,77,0,0.0,,0
88,134,0,0.0,,0
88,55,0,0.0,,0
88,183,0,0.0,,0
88,92,0,0.0,,0
88,177,0,0.0,,0
88,80,0,0.0,,0
88,95,0,0.0,,0
88,132,0,0.0,,0
88,145,0,0.0,,0
88,186,0,0.0,,0
88,182,0,0.0,,0
88,184,0,0.0,,0
88,158,0,0.0,,0
88,136,0,0.0,,0
88,20,0,0.0,,0
88,127,0,0.0,,0
88,56,0,0.0,,0
88,36,0,0.0,,0
88,163,0,0.0,,0
88,85,0,0.0,,0
88,129,0,0.0,,0
88,144,0,0.0,,0
88,15,0,0.0,,0
88,173,0,0.0,,0
88,76,0,0.0,,0
88,26,0,0.0,,0
88,3,0,0.0,,0
8,1,0,0.0,,0
8,2,0,0.0,,0
8,4,0,0.0,,0
8,5,0,0.0,,0
8,179,0,0.0,,0
8,110,0,0.0,,0
8,34,0,0.0,,0
8,68,0,0.0,,0
8,48,0,0.0,,0
8,94,0,0.0,,0
8,153,0,0.0,,0
8,109,0,0.0,,0
8,7,0,0.0,,0
8,188,0,0.0,,0
8,86,0,0.0,,0
8,157,0,0.0,,0
8,71,0,0.0,,0
8,10,0,0.0,,0
8,52,0,0.0,,0
8,185,0,0.0,,0
8,178,0,0.0,,0
8,17,0,0.0,,0
8,164,0,0.0,,0
8,107,0,0.0,,0
8,103,0,0.0,,0
8,27,0,0.0,,0
8,152,0,0.0,,0
8,47,0,0.0,,0
8,141,0,0.0,,0
8,51,0,0.0,,0
8,31,0,0.0,,0
8,108,0,0.0,,0
8,97,0,0.0,,0
8,128,0,0.0,,0
8,91,0,0.0,,0
8,59,0,0.0,,0
8,113,0,0.0,,0
8,99,0,0.0,,0
8,35,0,0.0,,0
8,24,0,0.0,,0
8,21,0,0.0,,0
8,121,0,0.0,,0
8,139,0,0.0,,0
8,78,0,0.0,,0
8,43,0,0.0,,0
8,101,0,0.0,,0
8,67,0,0.0,,0
8,168,0,0.0,,0
8,143,0,0.0,,0
8,11,0,0.0,,0
8,77,0,0.0,,0
8,134,0,0.0,,0
8,55,0,0.0,,0
8,183,0,0.0,,0
8,92,0,0.0,,0
8,177,0,0.0,,0
8,80,0,0.0,,0
8,95,0,0.0,,0
8,132,0,0.0,,0
8,145,0,0.0,,0
8,186,0,0.0,,0
8,182,0,0.0,,0
8,184,0,0.0,,0
8,158,0,0.0,,0
8,136,0,0.0,,0
8,20,0,0.0,,0
8,127,0,0.0,,0
8,56,0,0.0,,0
8,36,0,0.0,,0
8,163,0,0.0,,0
8,85,0,0.0,,0
8,129,0,0.0,,0
8,144,0,0.0,,0
8,15,0,0.0,,0
8,173,0,0.0,,0
8,76,0,0.0,,0
8,26,0,0.0,,0
8,3,0,0.0,,0
95,1,0,0.0,,0
95,2,0,0.0,,0
95,4,0,0.0,,0
95,5,0,0.0,,0
95,179,0,0.0,,0
95,110,0,0.0,,0
95,34,0,0.0,,0
95,68,0,0.0,,0
95,49,0,0.0,,0
95,94,0,0.0,,0
95,153,0,0.0,,0
95,109,0,0.0,,0
95,7,0,0.0,,0
95,188,0,0.0,,0
95,86,0,0.0,,0
95,157,0,0.0,,0
95,71,0,0.0,,0
95,10,0,0.0,,0
95,52,0,0.0,,0
95,185,0,0.0,,0
95,178,0,0.0,,0
95,17,0,0.0,,0
95,164,0,0.0,,0
95,107,0,0.0,,0
95,103,0,0.0,,0
95,27,0,0.0,,0
95,152,0,0.0,,0
95,47,0,0.0,,0
95,141,0,0.0,,0
95,51,0,0.0,,0
95,31,0,0.0,,0
95,108,0,0.0,,0
95,97,0,0.0,,0
95,128,0,0.0,,0
95,91,0,0.0,,0
95,59,0,0.0,,0
95,113,0,0.0,,0
95,99,0,0.0,,0
95,35,0,0.0,,0
95,24,0,0.0,,0
95,21,0,0.0,,0
95,121,0,0.0,,0
95,139,0,0.0,,0
95,78,0,0.0,,0
95,43,0,0.0,,0
95,101,0,0.0,,0
95,67,0,0.0,,0
95,168,0,0.0,,0
95,143,0,0.0,,0
95,11,0,0.0,,0
95,77,0,0.0,,0
95,134,0,0.0,,0
95,55,0,0.0,,0
95,183,0,0.0,,0
95,92,0,0.0,,0
95,177,0,0.0,,0
95,80,0,0.0,,0
95,95,0,0.0,,0
95,132,0,0.0,,0
95,145,0,0.0,,0
95,186,0,0.0,,0
95,182,0,0.0,,0
95,184,0,0.0,,0
95,158,0,0.0,,0
95,136,0,0.0,,0
95,20,0,0.0,,0
95,127,0,0.0,,0
95,56,0,0.0,,0
95,36,0,0.0,,0
95,163,0,0.0,,0
95,85,0,0.0,,0
95,129,0,0.0,,0
95,144,0,0.0,,0
95,15,0,0.0,,0
95,173,0,0.0,,0
95,76,0,0.0,,0
95,26,0,0.0,,0
95,3,0,0.0,,0
145,1,0,0.0,,0
145,2,0,0.0,,0
145,4,0,0.0,,0
145,5,0,0.0,,0
145,179,0,0.0,,0
145,110,0,0.0,,0
145,34,0,0.0,,0
145,68,0,0.0,,0
145,49,0,0.0,,0
145,48,0,0.0,,0
145,153,0,0.0,,0
145,109,0,0.0,,0
145,7,0,0.0,,0
145,188,0,0.0,,0
145,86,0,0.0,,0
145,157,0,0.0,,0
145,71,0,0.0,,0
145,10,0,0.0,,0
145,52,0,0.0,,0
145,185,0,0.0,,0
145,178,0,0.0,,0
145,17,0,0.0,,0
145,164,0,0.0,,0
145,107,0,0.0,,0
145,103,0,0.0,,0
145,27,0,0.0,,0
145,152,0,0.0,,0
145,47,0,0.0,,0
145,141,0,0.0,,0
145,51,0,0.0,,0
145,31,0,0.0,,0
145,108,0,0.0,,0
145,97,0,0.0,,0
145,128,0,0.0,,0
145,91,0,0.0,,0
145,59,0,0.0,,0
145,113,0,0.0,,0
145,99,0,0.0,,0
145,35,0,0.0,,0
145,24,0,0.0,,0
145,21,0,0.0,,0
145,121,0,0.0,,0
145,139,0,0.0,,0
145,78,0,0.0,,0
145,43,0,0.0,,0
145,101,0,0.0,,0
145,67,0,0.0,,0
145,168,0,0.0,,0
145,143,0,0.0,,0
145,11,0,0.0,,0
145,77,0,0.0,,0
145,134,0,0.0,,0
145,55,0,0.0,,0
145,183,0,0.0,,0
145,92,0,0.0,,0
145,177,0,0.0,,0
145,80,0,0.0,,0
145,95,0,0.0,,0
145,132,0,0.0,,0
145,145,0,0.0,,0
145,186,0,0.0,,0
145,182,0,0.0,,0
145,184,0,0.0,,0
145,158,0,0.0,,0
145,136,0,0.0,,0
145,20,0,0.0,,0
145,127,0,0.0,,0
145,56,0,0.0,,0
145,36,0,0.0,,0
145,163,0,0.0,,0
145,85,0,0.0,,0
145,129,0,0.0,,0
145,144,0,0.0,,0
145,15,0,0.0,,0
145,173,0,0.0,,0
145,76,0,0.0,,0
145,26,0,0.0,,0
145,3,0,0.0,,0
99,1,0,0.0,,0
99,2,0,0.0,,0
99,4,0,0.0,,0
99,5,0,0.0,,0
99,179,0,0.0,,0
99,110,0,0.0,,0
99,34,0,0.0,,0
99,68,0,0.0,,0
99,49,0,0.0,,0
99,48,0,0.0,,0
99,94,0,0.0,,0
99,109,0,0.0,,0
99,7,0,0.0,,0
99,188,0,0.0,,0
99,86,0,0.0,,0
99,157,0,0.0,,0
99,71,0,0.0,,0
99,10,0,0.0,,0
99,52,0,0.0,,0
99,185,0,0.0,,0
99,178,0,0.0,,0
99,17,0,0.0,,0
99,164,0,0.0,,0
99,107,0,0.0,,0
99,103,0,0.0,,0
99,27,0,0.0,,0
99,152,0,0.0,,0
99,47,0,0.0,,0
99,141,0,0.0,,0
99,51,0,0.0,,0
99,31,0,0.0,,0
99,108,0,0.0,,0
99,97,0,0.0,,0
99,128,0,0.0,,0
99,91,0,0.0,,0
99,113,0,0.0,,0
99,99,0,0.0,,0
99,35,0,0.0,,0
99,24,0,0.0,,0
99,21,0,0.0,,0
99,121,0,0.0,,0
99,139,0,0.0,,0
99,78,0,0.0,,0
99,43,0,0.0,,0
99,101,0,0.0,,0
99,67,0,0.0,,0
99,168,0,0.0,,0
99,143,0,0.0,,0
99,11,0,0.0,,0
99,77,0,0.0,,0
99,134,0,0.0,,0
99,55,0,0.0,,0
99,183,0,0.0,,0
99,92,0,0.0,,0
99,177,0,0.0,,0
99,80,0,0.0,,0
99,95,0,0.0,,0
99,132,0,0.0,,0
99,145,0,0.0,,0
99,186,0,0.0,,0
99,182,0,0.0,,0
99,184,0,0.0,,0
99,158,0,0.0,,0
99,136,0,0.0,,0
99,20,0,0.0,,0
99,127,0,0.0,,0
99,56,0,0.0,,0
99,36,0,0.0,,0
99,163,0,0.0,,0
99,85,0,0.0,,0
99,129,0,0.0,,0
99,144,0,0.0,,0
99,15,0,0.0,,0
99,173,0,0.0,,0
99,76,0,0.0,,0
99,26,0,0.0,,0
99,3,0,0.0,,0
86,1,0,0.0,,0
86,4,0,0.0,,0
86,5,0,0.0,,0
86,179,0,0.0,,0
86,110,0,0.0,,0
86,34,0,0.0,,0
86,68,0,0.0,,0
86,49,0,0.0,,0
86,48,0,0.0,,0
86,94,0,0.0,,0
86,153,0,0.0,,0
86,109,0,0.0,,0
86,7,0,0.0,,0
86,188,0,0.0,,0
86,86,0,0.0,,0
86,157,0,0.0,,0
86,71,0,0.0,,0
86,10,0,0.0,,0
86,52,0,0.0,,0
86,185,0,0.0,,0
86,178,0,0.0,,0
86,17,0,0.0,,0
86,164,0,0.0,,0
86,107,0,0.0,,0
86,103,0,0.0,,0
86,27,0,0.0,,0
86,152,0,0.0,,0
86,47,0,0.0,,0
86,141,0,0.0,,0
86,51,0,0.0,,0
86,31,0,0.0,,0
86,108,0,0.0,,0
86,97,0,0.0,,0
86,128,0,0.0,,0
86,91,0,0.0,,0
86,59,0,0.0,,0
86,113,0,0.0,,0
86,99,0,0.0,,0
86,35,0,0.0,,0
86,24,0,0.0,,0
86,21,0,0.0,,0
86,121,0,0.0,,0
86,139,0,0.0,,0
86,78,0,0.0,,0
86,43,0,0.0,,0
86,101,0,0.0,,0
86,67,0,0.0,,0
86,168,0,0.0,,0
86,143,0,0.0,,0
86,11,0,0.0,,0
86,77,0,0.0,,0
86,134,0,0.0,,0
86,55,0,0.0,,0
86,183,0,0.0,,0
86,92,0,0.0,,0
86,177,0,0.0,,0
86,80,0,0.0,,0
86,95,0,0.0,,0
86,132,0,0.0,,0
86,145,0,0.0,,0
86,186,0,0.0,,0
86,182,0,0.0,,0
